assets,e401k,age,educ,income,incomecat,pension,married,twoearn,ira,ownhome
1334,Eligible,54,18,69282,4,Receives pension,Married,Yes,No,Yes
10269,Eligible,35,12,29427,2,Receives pension,Not married,No,No,No
18450,Eligible,46,14,70815,4,Receives pension,Married,Yes,Yes,Yes
3306,Eligible,28,12,42411,3,No pension,Not married,No,No,Yes
19700,Eligible,56,2,32520,2,No pension,Married,Yes,Yes,Yes
38800,Eligible,47,14,45870,3,No pension,Married,Yes,Yes,Yes
-11010,Eligible,25,13,34200,2,No pension,Married,Yes,No,Yes
106825,Eligible,42,17,113076,4,No pension,Married,No,Yes,Yes
35860,Eligible,36,16,48135,3,No pension,Married,No,No,Yes
1300,Eligible,37,12,6168,0,No pension,Not married,No,No,Yes
124600,Eligible,53,14,73278,4,No pension,Married,No,Yes,Yes
500,Eligible,56,13,11490,0,No pension,Not married,No,No,Yes
22500,Eligible,50,16,58896,4,Receives pension,Not married,No,Yes,Yes
-30000,Eligible,30,17,33270,2,No pension,Married,Yes,No,Yes
4700,Eligible,30,13,44352,3,No pension,Married,Yes,Yes,Yes
3880,Eligible,26,12,34518,2,No pension,Married,Yes,No,Yes
37800,Eligible,57,14,11520,0,Receives pension,Not married,No,Yes,Yes
1000,Eligible,38,15,20163,1,Receives pension,Not married,No,No,No
45500,Eligible,33,18,46035,3,No pension,Not married,No,No,Yes
-2801,Eligible,36,10,33270,2,No pension,Married,No,No,Yes
65398,Eligible,60,12,33663,2,Receives pension,Married,Yes,Yes,Yes
17080,Eligible,32,12,77430,4,No pension,Married,Yes,Yes,Yes
-2800,Eligible,34,17,44043,3,No pension,Married,Yes,No,Yes
37100,Eligible,38,13,27060,2,Receives pension,Not married,No,No,Yes
-50,Eligible,52,12,14805,0,Receives pension,Not married,No,No,Yes
14740,Eligible,39,12,44880,3,Receives pension,Married,Yes,No,Yes
15000,Eligible,37,15,94980,4,No pension,Married,Yes,No,Yes
14120,Eligible,56,12,74385,4,Receives pension,Married,Yes,Yes,Yes
11760,Eligible,27,16,26523,1,No pension,Married,No,Yes,Yes
-1430,Eligible,27,16,12789,0,Receives pension,Not married,No,No,Yes
-5900,Eligible,47,12,40800,3,No pension,Not married,No,No,No
-5075,Eligible,52,12,31998,2,Receives pension,Married,Yes,No,No
3675,Eligible,28,12,24348,1,Receives pension,Not married,No,Yes,No
-3600,Eligible,54,8,29370,2,No pension,Married,No,No,Yes
15399,Eligible,29,16,40776,3,No pension,Married,Yes,No,Yes
-4735,Eligible,25,14,22104,1,No pension,Not married,No,No,No
66300,Eligible,42,13,43032,3,No pension,Not married,No,Yes,No
10800,Eligible,36,16,110985,4,No pension,Married,Yes,No,Yes
900,Eligible,39,10,9600,0,Receives pension,Not married,No,No,Yes
13600,Eligible,62,14,90726,4,Receives pension,Married,Yes,Yes,Yes
34850,Eligible,44,12,66381,4,No pension,Married,Yes,No,Yes
56560,Eligible,39,12,49689,3,No pension,Married,No,No,Yes
1249,Eligible,58,8,15207,0,Receives pension,Not married,No,No,Yes
-12000,Eligible,37,18,49200,3,No pension,Married,Yes,No,Yes
-3800,Eligible,30,18,62700,4,Receives pension,Married,Yes,No,Yes
21349,Eligible,54,12,53184,3,Receives pension,Married,Yes,No,Yes
74600,Eligible,38,18,51528,3,Receives pension,Married,Yes,No,Yes
-3100,Eligible,29,13,25908,1,No pension,Married,No,No,Yes
13999,Eligible,31,12,40200,3,No pension,Married,Yes,No,Yes
-148500,Eligible,29,12,18150,1,No pension,Married,No,No,No
1000,Eligible,38,15,99789,4,No pension,Married,Yes,No,Yes
42711,Eligible,38,12,54081,4,No pension,Married,No,Yes,Yes
74700,Eligible,60,12,42432,3,Receives pension,Not married,No,Yes,Yes
110350,Eligible,50,14,99084,4,Receives pension,Married,Yes,Yes,Yes
27500,Eligible,59,16,68790,4,Receives pension,Married,Yes,Yes,Yes
-15720,Eligible,27,18,30000,2,No pension,Not married,No,No,No
-11400,Eligible,33,16,34671,2,No pension,Not married,No,No,No
13515,Eligible,52,10,41184,3,Receives pension,Married,Yes,Yes,Yes
-4245,Eligible,26,12,33363,2,No pension,Married,Yes,No,Yes
8850,Eligible,52,16,30102,2,Receives pension,Married,Yes,No,Yes
61698,Eligible,49,12,67764,4,No pension,Married,No,Yes,Yes
81348,Eligible,34,16,88770,4,Receives pension,Married,Yes,No,Yes
35400,Eligible,39,14,36930,2,No pension,Not married,No,No,No
102619,Eligible,43,14,54150,4,No pension,Married,Yes,Yes,Yes
7100,Eligible,41,17,72600,4,Receives pension,Married,Yes,No,Yes
8814,Eligible,25,17,36531,2,Receives pension,Not married,No,No,No
278303,Eligible,40,16,104502,4,No pension,Married,No,Yes,Yes
29500,Eligible,31,16,62640,4,No pension,Married,Yes,Yes,Yes
74289,Eligible,36,13,85689,4,Receives pension,Married,Yes,Yes,Yes
57775,Eligible,36,16,69003,4,Receives pension,Married,Yes,No,Yes
112361,Eligible,48,16,68538,4,Receives pension,Not married,No,No,Yes
23380,Eligible,33,17,45201,3,No pension,Married,Yes,No,Yes
-3675,Eligible,46,13,44553,3,Receives pension,Married,Yes,No,Yes
12150,Eligible,32,14,43620,3,No pension,Married,No,No,Yes
55800,Eligible,30,18,78174,4,Receives pension,Married,Yes,Yes,Yes
200,Eligible,42,18,28245,2,Receives pension,Married,Yes,No,No
-2055,Eligible,26,14,17619,1,Receives pension,Not married,No,No,No
78559,Eligible,58,13,62766,4,Receives pension,Married,Yes,Yes,Yes
83300,Eligible,43,12,77700,4,Receives pension,Married,Yes,No,Yes
19500,Eligible,59,12,67488,4,No pension,Married,Yes,No,Yes
9549,Eligible,55,9,44184,3,No pension,Married,Yes,No,Yes
135196,Eligible,44,16,158721,4,Receives pension,Married,Yes,Yes,Yes
-3900,Eligible,43,12,18246,1,No pension,Married,No,No,Yes
-1000,Eligible,35,12,41886,3,No pension,Not married,No,No,Yes
22100,Eligible,42,12,77706,4,No pension,Married,No,No,Yes
38500,Eligible,41,18,24594,1,No pension,Not married,No,No,No
1098624,Eligible,37,16,55263,4,Receives pension,Not married,No,Yes,Yes
7600,Eligible,36,12,40515,3,No pension,Married,No,Yes,Yes
1865,Eligible,40,13,45279,3,Receives pension,Married,Yes,No,No
30949,Eligible,31,12,53100,3,Receives pension,Not married,No,Yes,Yes
64337,Eligible,49,15,111372,4,No pension,Married,Yes,Yes,Yes
-9380,Eligible,42,12,96864,4,No pension,Married,Yes,No,No
19400,Eligible,54,15,40500,3,No pension,Not married,No,No,Yes
8111,Eligible,55,12,18375,1,No pension,Married,No,No,Yes
202075,Eligible,29,16,148770,4,Receives pension,Married,Yes,Yes,Yes
98175,Eligible,57,12,90525,4,Receives pension,Married,No,Yes,Yes
5600,Eligible,52,12,12954,0,Receives pension,Not married,No,No,Yes
19949,Eligible,48,14,26925,2,Receives pension,Not married,No,Yes,Yes
49000,Eligible,44,18,50250,3,No pension,Not married,No,Yes,Yes
-10559,Eligible,32,12,53364,3,No pension,Married,Yes,No,No
24550,Eligible,46,18,66576,4,Receives pension,Not married,No,No,Yes
20100,Eligible,52,13,91992,4,Receives pension,Married,Yes,No,Yes
13202,Eligible,39,11,40392,3,No pension,Married,Yes,No,Yes
47999,Eligible,28,18,57300,4,Receives pension,Married,Yes,No,Yes
5100,Eligible,35,8,34080,2,No pension,Married,Yes,No,Yes
10300,Eligible,32,16,55602,4,Receives pension,Married,Yes,No,Yes
9040,Eligible,44,9,31665,2,No pension,Married,Yes,No,Yes
35914,Eligible,33,18,100563,4,No pension,Married,Yes,Yes,Yes
-578,Eligible,36,13,34392,2,Receives pension,Married,Yes,No,No
6505,Eligible,41,12,30321,2,Receives pension,Married,Yes,No,Yes
-300,Eligible,43,12,39261,3,No pension,Married,Yes,No,Yes
34999,Eligible,38,12,14850,0,No pension,Married,No,No,Yes
79100,Eligible,30,16,47430,3,Receives pension,Not married,No,Yes,Yes
13250,Eligible,44,14,45927,3,Receives pension,Married,Yes,No,Yes
484198,Eligible,49,17,169200,4,No pension,Married,Yes,Yes,Yes
1606,Eligible,31,14,23367,1,Receives pension,Not married,No,No,No
-4960,Eligible,58,12,14670,0,No pension,Married,No,No,Yes
350,Eligible,34,18,24891,1,Receives pension,Married,Yes,No,No
52499,Eligible,38,16,29952,2,No pension,Not married,No,Yes,No
51499,Eligible,61,12,28080,2,Receives pension,Not married,No,Yes,Yes
2000,Eligible,34,12,31722,2,No pension,Married,Yes,No,Yes
12999,Eligible,54,12,18144,1,Receives pension,Not married,No,Yes,Yes
27700,Eligible,51,17,103848,4,Receives pension,Married,Yes,Yes,Yes
4000,Eligible,35,12,117900,4,Receives pension,Married,Yes,No,No
32000,Eligible,44,16,70125,4,No pension,Not married,No,Yes,Yes
55200,Eligible,42,13,50064,3,No pension,Married,No,No,Yes
104856,Eligible,59,15,99318,4,Receives pension,Married,Yes,Yes,Yes
28300,Eligible,30,13,35940,2,No pension,Married,No,No,Yes
99900,Eligible,50,12,84069,4,No pension,Married,Yes,Yes,Yes
7650,Eligible,27,16,28458,2,No pension,Not married,No,No,No
12203,Eligible,35,12,39876,3,Receives pension,Married,Yes,No,Yes
8200,Eligible,38,12,50574,3,No pension,Married,Yes,No,Yes
-12400,Eligible,39,12,40500,3,Receives pension,Not married,No,No,No
14499,Eligible,48,18,36900,2,No pension,Not married,No,No,Yes
69000,Eligible,34,16,107940,4,No pension,Married,No,Yes,Yes
26499,Eligible,49,16,7209,0,Receives pension,Not married,No,No,No
-64,Eligible,47,14,20568,1,No pension,Married,No,No,Yes
69000,Eligible,51,16,107640,4,Receives pension,Married,Yes,Yes,Yes
1200,Eligible,27,12,18030,1,No pension,Not married,No,No,No
30340,Eligible,41,14,26316,1,No pension,Not married,No,No,Yes
-4150,Eligible,44,12,45468,3,No pension,Married,Yes,No,Yes
3050,Eligible,48,9,34452,2,No pension,Married,Yes,No,Yes
17500,Eligible,46,12,36120,2,No pension,Married,No,No,Yes
-200,Eligible,43,12,24378,1,Receives pension,Not married,No,No,Yes
31900,Eligible,41,16,58200,4,No pension,Married,Yes,Yes,Yes
7500,Eligible,40,12,15387,0,Receives pension,Not married,No,No,No
12400,Eligible,45,16,36390,2,No pension,Not married,No,Yes,No
-813,Eligible,45,12,42534,3,No pension,Married,Yes,Yes,Yes
0,Eligible,43,12,22800,1,No pension,Married,No,No,No
2000,Eligible,36,14,86403,4,Receives pension,Married,Yes,No,Yes
43536,Eligible,62,18,55128,4,Receives pension,Married,No,Yes,Yes
-4850,Eligible,36,16,23100,1,Receives pension,Not married,No,No,No
11600,Eligible,31,15,30000,2,No pension,Married,Yes,Yes,No
200,Eligible,35,16,38940,3,No pension,Married,Yes,No,Yes
43150,Eligible,58,12,42888,3,Receives pension,Not married,No,No,Yes
69300,Eligible,58,12,54516,4,Receives pension,Married,Yes,No,Yes
2750,Eligible,30,18,30120,2,No pension,Not married,No,No,Yes
950,Eligible,35,16,31626,2,No pension,Not married,No,No,No
15348,Eligible,42,16,53391,3,Receives pension,Not married,No,Yes,Yes
9266,Eligible,42,13,42192,3,No pension,Married,Yes,Yes,Yes
15900,Eligible,28,12,41460,3,Receives pension,Married,Yes,No,Yes
502,Eligible,38,12,15126,0,Receives pension,Not married,No,No,No
43175,Eligible,45,18,54150,4,Receives pension,Not married,No,Yes,Yes
-985,Eligible,43,12,14010,0,No pension,Married,Yes,No,Yes
9200,Eligible,32,16,48180,3,No pension,Not married,No,No,Yes
19099,Eligible,34,12,48219,3,No pension,Married,Yes,No,Yes
4200,Eligible,61,12,38412,3,No pension,Married,No,No,Yes
-3750,Eligible,42,16,28845,2,Receives pension,Married,No,No,Yes
120097,Eligible,55,12,40641,3,No pension,Married,Yes,Yes,Yes
22200,Eligible,49,18,42915,3,Receives pension,Not married,No,No,Yes
-3000,Eligible,38,16,52236,3,No pension,Married,Yes,No,Yes
-14700,Eligible,35,12,66225,4,No pension,Married,Yes,No,Yes
3049,Eligible,38,14,26964,2,No pension,Married,No,No,Yes
4499,Eligible,34,16,34557,2,No pension,Married,Yes,No,Yes
50500,Eligible,47,16,78000,4,Receives pension,Married,Yes,No,Yes
-10500,Eligible,31,18,129621,4,No pension,Married,Yes,No,Yes
24100,Eligible,37,16,32865,2,No pension,Married,Yes,Yes,Yes
-16900,Eligible,40,16,86868,4,Receives pension,Married,Yes,No,Yes
1972,Eligible,26,16,59139,4,Receives pension,Married,Yes,No,Yes
2799,Eligible,60,8,14850,0,Receives pension,Not married,No,No,Yes
57599,Eligible,36,16,74100,4,No pension,Married,No,Yes,Yes
-2100,Eligible,52,12,21675,1,No pension,Married,Yes,No,Yes
20240,Eligible,33,16,46002,3,No pension,Married,No,Yes,Yes
42300,Eligible,43,12,29688,2,Receives pension,Married,Yes,No,Yes
-2825,Eligible,36,12,56880,4,Receives pension,Not married,No,No,Yes
108998,Eligible,53,10,53490,3,No pension,Married,Yes,No,Yes
8400,Eligible,38,14,31077,2,Receives pension,Not married,No,No,Yes
15650,Eligible,58,13,16200,0,Receives pension,Not married,No,No,Yes
29122,Eligible,55,13,21216,1,Receives pension,Not married,No,Yes,No
11750,Eligible,39,12,71829,4,No pension,Married,No,No,Yes
-10475,Eligible,32,16,28434,2,No pension,Married,Yes,No,Yes
-3800,Eligible,41,17,19140,1,No pension,Not married,No,No,Yes
-1907,Eligible,39,12,23259,1,Receives pension,Married,Yes,No,Yes
-42964,Eligible,43,16,23412,1,Receives pension,Not married,No,No,No
44500,Eligible,36,14,47556,3,Receives pension,Married,Yes,Yes,Yes
14400,Eligible,49,14,38310,3,Receives pension,Not married,No,No,No
6778,Eligible,43,16,54840,4,No pension,Married,Yes,No,Yes
8799,Eligible,36,18,65097,4,Receives pension,Married,Yes,No,Yes
8412,Eligible,46,16,33420,2,Receives pension,Not married,No,No,No
1999,Eligible,33,12,31203,2,No pension,Married,Yes,No,Yes
177000,Eligible,44,12,133596,4,No pension,Married,No,Yes,Yes
5400,Eligible,32,16,34215,2,No pension,Married,No,No,No
-5119,Eligible,31,12,18909,1,No pension,Not married,No,No,No
300,Eligible,38,14,42060,3,Receives pension,Not married,No,No,No
29925,Eligible,45,12,48720,3,No pension,Married,Yes,No,Yes
371901,Eligible,50,14,107301,4,Receives pension,Married,Yes,Yes,Yes
81323,Eligible,44,16,51294,3,No pension,Married,No,Yes,Yes
9799,Eligible,44,13,42090,3,No pension,Married,Yes,No,Yes
-2000,Eligible,26,14,26400,1,No pension,Not married,No,No,No
-1000,Eligible,38,14,28320,2,No pension,Married,No,No,Yes
33700,Eligible,54,18,53862,4,No pension,Married,Yes,No,Yes
15627,Eligible,34,12,58881,4,No pension,Married,No,No,Yes
-5547,Eligible,38,12,20970,1,No pension,Not married,No,No,Yes
4200,Eligible,41,13,36975,2,No pension,Married,No,No,Yes
2699,Eligible,41,12,37917,3,Receives pension,Married,Yes,No,Yes
29650,Eligible,33,15,71250,4,Receives pension,Married,Yes,Yes,Yes
9325,Eligible,36,12,43305,3,Receives pension,Married,Yes,Yes,Yes
4766,Eligible,33,13,52737,3,No pension,Married,Yes,Yes,No
-5500,Eligible,37,18,44754,3,No pension,Not married,No,No,Yes
242674,Eligible,52,12,70872,4,No pension,Married,Yes,Yes,Yes
26950,Eligible,34,14,54879,4,No pension,Married,Yes,Yes,Yes
413,Eligible,51,12,40581,3,No pension,Married,Yes,No,Yes
-5800,Eligible,36,13,52557,3,No pension,Married,Yes,No,Yes
5,Eligible,34,16,17550,1,Receives pension,Not married,No,No,No
2750,Eligible,36,12,28800,2,No pension,Married,No,No,No
7920,Eligible,36,14,45210,3,Receives pension,Married,No,No,Yes
-3490,Eligible,36,10,35196,2,Receives pension,Not married,No,No,Yes
112749,Eligible,39,13,31845,2,No pension,Married,No,No,No
19799,Eligible,61,12,28194,2,No pension,Married,Yes,No,Yes
-1300,Eligible,26,13,16068,0,Receives pension,Not married,No,No,No
4499,Eligible,50,12,30138,2,Receives pension,Married,Yes,No,Yes
600,Eligible,30,16,24210,1,No pension,Not married,No,No,No
-5501,Eligible,33,13,63660,4,No pension,Married,Yes,No,No
499,Eligible,55,14,17913,1,Receives pension,Not married,No,No,No
249,Eligible,33,14,31014,2,Receives pension,Not married,No,No,Yes
-18000,Eligible,55,12,13260,0,Receives pension,Not married,No,No,No
-8300,Eligible,38,12,29046,2,No pension,Married,No,No,Yes
36500,Eligible,37,13,25002,1,No pension,Not married,No,No,No
-301,Eligible,29,14,57096,4,No pension,Married,Yes,Yes,Yes
34000,Eligible,34,14,29376,2,Receives pension,Not married,No,No,Yes
-268,Eligible,41,16,20028,1,No pension,Not married,No,No,No
16200,Eligible,36,12,33738,2,No pension,Married,Yes,No,Yes
50248,Eligible,50,13,34545,2,No pension,Married,Yes,No,No
-451,Eligible,42,12,27261,2,No pension,Married,Yes,No,Yes
42800,Eligible,45,17,68610,4,No pension,Married,Yes,No,Yes
0,Eligible,51,12,16320,0,No pension,Married,No,No,No
31847,Eligible,29,17,52236,3,Receives pension,Married,Yes,Yes,Yes
151548,Eligible,56,1,55167,4,No pension,Married,No,Yes,Yes
3899,Eligible,49,12,75384,4,Receives pension,Married,Yes,Yes,No
4250,Eligible,52,16,85839,4,Receives pension,Not married,No,No,Yes
14500,Eligible,49,12,52590,3,Receives pension,Married,Yes,No,Yes
100,Eligible,32,12,36000,2,Receives pension,Married,No,No,No
144426,Eligible,45,16,138441,4,Receives pension,Married,Yes,Yes,Yes
12650,Eligible,41,12,64245,4,Receives pension,Married,Yes,Yes,Yes
1400,Eligible,36,18,36750,2,Receives pension,Not married,No,No,No
1934,Eligible,34,14,30543,2,Receives pension,Not married,No,No,Yes
20000,Eligible,39,18,59700,4,Receives pension,Married,Yes,No,Yes
15999,Eligible,61,8,24180,1,Receives pension,Not married,No,No,Yes
72000,Eligible,37,17,67509,4,No pension,Married,No,Yes,Yes
79700,Eligible,56,17,54132,4,Receives pension,Not married,No,No,No
22610,Eligible,37,12,65667,4,No pension,Married,Yes,Yes,No
0,Eligible,30,14,27414,2,No pension,Married,Yes,No,No
4449,Eligible,58,12,42642,3,No pension,Married,Yes,No,Yes
8009,Eligible,62,12,21924,1,No pension,Married,No,Yes,Yes
-4452,Eligible,27,12,45747,3,No pension,Married,Yes,No,No
38300,Eligible,31,16,62865,4,No pension,Married,Yes,Yes,Yes
2640,Eligible,32,12,18450,1,No pension,Not married,No,No,No
16000,Eligible,60,4,0,0,No pension,Married,Yes,No,Yes
-2051,Eligible,28,12,25317,1,No pension,Married,Yes,Yes,Yes
-2650,Eligible,28,12,20529,1,Receives pension,Not married,No,No,No
7456,Eligible,30,16,66123,4,Receives pension,Married,Yes,No,Yes
37400,Eligible,55,12,57672,4,No pension,Married,Yes,No,Yes
-2350,Eligible,30,18,46416,3,Receives pension,Not married,No,No,Yes
178935,Eligible,63,14,38307,3,No pension,Not married,No,Yes,Yes
17500,Eligible,36,15,55305,4,No pension,Married,Yes,Yes,Yes
-1600,Eligible,54,10,13362,0,Receives pension,Married,No,No,Yes
26500,Eligible,34,16,55782,4,No pension,Not married,No,Yes,Yes
1323,Eligible,34,9,24120,1,No pension,Not married,No,No,Yes
19431,Eligible,38,14,56028,4,Receives pension,Married,Yes,No,Yes
18930,Eligible,43,12,28080,2,No pension,Married,No,No,Yes
327,Eligible,26,12,28683,2,No pension,Married,No,No,No
298000,Eligible,58,17,200997,4,Receives pension,Married,Yes,Yes,Yes
19515,Eligible,47,17,52437,3,No pension,Married,No,No,Yes
5636,Eligible,43,12,62778,4,Receives pension,Married,Yes,No,Yes
171850,Eligible,47,12,62553,4,No pension,Married,No,Yes,Yes
37348,Eligible,55,8,36720,2,No pension,Married,Yes,Yes,Yes
15899,Eligible,38,14,20796,1,Receives pension,Not married,No,Yes,No
38100,Eligible,35,18,90300,4,Receives pension,Married,Yes,Yes,Yes
725,Eligible,41,13,12750,0,Receives pension,Married,Yes,No,No
15250,Eligible,35,15,31050,2,No pension,Married,No,No,Yes
-2450,Eligible,27,12,48798,3,Receives pension,Married,No,No,No
25570,Eligible,39,14,19806,1,Receives pension,Married,Yes,No,Yes
6444,Eligible,43,13,30318,2,Receives pension,Not married,No,No,Yes
40949,Eligible,50,14,45045,3,Receives pension,Not married,No,Yes,Yes
30000,Eligible,44,14,39786,3,No pension,Not married,No,Yes,Yes
70349,Eligible,61,12,38754,3,Receives pension,Married,Yes,Yes,Yes
17600,Eligible,37,13,59430,4,No pension,Married,No,No,Yes
3559,Eligible,39,14,34596,2,Receives pension,Not married,No,No,Yes
10280,Eligible,26,16,49362,3,Receives pension,Married,No,Yes,Yes
1500,Eligible,59,10,17340,1,No pension,Married,Yes,No,Yes
13700,Eligible,53,13,46824,3,No pension,Married,Yes,Yes,No
950,Eligible,44,12,19173,1,No pension,Not married,No,No,No
-3070,Eligible,43,16,15444,0,Receives pension,Not married,No,No,Yes
28361,Eligible,37,14,41439,3,No pension,Not married,No,No,No
25600,Eligible,32,18,57363,4,Receives pension,Married,Yes,No,Yes
3300,Eligible,48,12,19263,1,No pension,Married,No,No,No
33500,Eligible,34,10,80694,4,No pension,Married,No,No,Yes
70899,Eligible,49,16,91362,4,No pension,Married,Yes,Yes,Yes
26299,Eligible,46,12,57678,4,No pension,Not married,No,No,No
94050,Eligible,48,10,17547,1,Receives pension,Not married,No,Yes,Yes
74972,Eligible,41,16,86847,4,No pension,Married,Yes,Yes,Yes
200,Eligible,26,12,19548,1,Receives pension,Not married,No,No,No
-3424,Eligible,26,11,34356,2,No pension,Married,No,No,Yes
0,Eligible,53,12,10761,0,No pension,Not married,No,No,No
63595,Eligible,54,12,50646,3,No pension,Married,Yes,No,No
-1126,Eligible,36,13,39366,3,No pension,Married,Yes,No,No
9223,Eligible,56,12,27276,2,No pension,Not married,No,No,No
43999,Eligible,42,13,33336,2,No pension,Married,No,Yes,Yes
-3120,Eligible,25,12,34800,2,No pension,Married,Yes,No,Yes
